name,향수_note
A La Rose Maison Francis Kurkdjian,"rose, citrus, floral, powdery, violet, woody, musky, fresh spicy, Calabrian bergamot, California Orange, Bulgarian Rose, Grasse Rose, Violet, Magnolia, Musk, Cedar"
Garden Roses Burberry,"citrus, green, rose, aromatic, fruity, woody, fresh, musky, floral, fresh spicy, Italian Lemon, Grapefruit, Bergamot, Bulgarian Rose, Green Notes, Black Currant, Apple, Lily-of-the-Valley, Vetiver, White Musk, Cedar"
White Musk Breeze The Body Shop,"musky, sweet, yellow floral, powdery, vanilla, woody, white floral, balsamic, Lime, Elemi resin, Orange, Peach, Plum, Grapefruit, Amalfi Lemon, Green Notes, Ylang-Ylang, Jasmine, Lily-of-the-Valley, Tincture of Rose, Tagetes, Water Notes, Carnation, Musk, Vanille, Virginia Cedar, Patchouli"
Red Roses Cologne (2023) Jo Malone London,"rose, floral, Lemon, Red Rose, Honeycomb"
Tuberose Jo Malone London,"white floral, tuberose, woody, animalic, mossy, African Orange Flower, Tuberose, Jasmine, Peach, Sandalwood, Oakmoss"
Ellenisia Penhaligon's,"white floral, tuberose, fruity, ozonic, animalic, green, Violet Leaf, Mandarin Orange, Gardenia, Tuberose, Jasmine, Rose, Plum, Vanilla"
Flower Market Maison Martin Margiela,"white floral, floral, tuberose, green, rose, animalic, Freesia, Green Leaves, Tuberose, Jasmine Sambac, Egyptian Jasmine, Rose de Mai, Peach, Oakmoss, Cedar"
L'Eau Eau de Toilette Diptyque,"warm spicy, cinnamon, rose, fresh spicy, aromatic, Cinnamon, Rose, Geranium, Cloves, Sandalwood"
Saffron Flower Jardin de Parfums,"leather, aromatic, woody, warm spicy, animalic, earthy, citrus, fresh spicy, fruity, metallic, Saffron, Juniper Berries, Grapefruit, Leather, Violet, Vetiver, Raspberry, Cashmere Wood"
Kenzo Amour Le Parfum Kenzo,"amber, vanilla, warm spicy, balsamic, smoky, Incense, Rice, Frangipani, Patchouli, Vanilla, Benzoin, Amber"
Man Adnan B.,"amber, woody, musky, sweet, powdery, honey, floral, fruity, vanilla, aquatic, Pear, Bergamot, Lotus, Amber, Cashmere Wood, Sandalwood, Honey, Tonka Bean, Musk"
Ébano Salvia Adolfo Dominguez,"woody, aromatic, warm spicy, powdery, citrus, fresh spicy, musky, Pink Pepper, Grapefruit, Bergamot, Cedar, Carnation, Nutmeg, Sandalwood, Cashmere Wood, Vetiver"
Vetiver Terra Adolfo Dominguez,"woody, aromatic, green, sweet, caramel, earthy, citrus, fresh, musky, vanilla, Fig Leaf, Bergamot, Violet Leaves, Vetiver, Cedar, Jasmine, Caramel, Tonka Bean, Musk"
Legacy of Oud Adyan,"amber, warm spicy, woody, leather, smoky, rose, fruity, oud, Agarwood (Oud), Raspberry, Incense, Rose, Benzoin, Amberwood, Saffron, Birch Tar"
Cedar & Hemp Aéropostale,"cannabis, aromatic, woody, lavender, herbal, musky, green, powdery, warm spicy, citrus, cannabis, Apple Leaf, Pomelo, Lavender, Saffron, elemi, Sandalwood, Musk, Ambroxan"
ÆTHER x LGN Aether,"amber, woody, fresh spicy, tobacco, sweet, vanilla, animalic, powdery, aromatic, balsamic, Caraway, Nutmeg, Tobacco, Cedar, Ambergris, Vanilla, Amber, Amberwood"
The Spell Sabon,"woody, fresh spicy, warm spicy, citrus, patchouli, aromatic, earthy, balsamic, amber, powdery, Grapefruit, Orange, Black Pepper, Patchouli, Sandalwood, Vetiver, Resins"
Convivio Salvatore Ferragamo,"citrus, amber, woody, musky, powdery, fresh spicy, aromatic, white floral, balsamic, violet, Grapefruit, Bergamot, Carrot Seeds, Jasmine, Violet, Cypress, Cashmere Wood, Incense, Ambroxan"
Ferragamo Oud Salvatore Ferragamo,"woody, warm spicy, leather, amber, tobacco, sweet, rum, animalic, vanilla, iris, Rum, Tobacco, Spicy Notes, Leather, Iris, Tuberose, Guaiac Wood, Benzoin, Tonka Bean"
Uomo Salvatore Ferragamo Urban Feel Salvatore Ferragamo,"amber, woody, citrus, aromatic, ozonic, fresh spicy, musky, warm spicy, balsamic, patchouli, Bergamot, Ozonic notes, Clary Sage, Coffee, Driftwood, Cedar, Cumin, Ambroxan, Incense, Patchouli, Labdanum"
Colonel Samy Andraus Fragrances,"amber, musky, citrus, warm spicy, fresh spicy, powdery, white floral, fresh, Bitter Orange, Neroli, Citruses, Patchouli, Rose, Orris Root, Jasmine, Benzoin, Olibanum, Musk, White Chocolate, Woody Notes, Incense, Tahitian Vanilla"
Peau D'Espagne Santa Maria Novella,"leather, floral, smoky, woody, animalic, musky, powdery, white floral, fresh spicy, warm spicy, Carnation, Jasmine, Bergamot, Hawthorn, Virginia Cedar, Neroli, Violet Leaf, Birch, Civetta"
Green Jeans Versace,"aromatic, citrus, fresh spicy, woody, fresh, conifer, aldehydic, floral, lavender, rose, Lime, Lemon, Bergamot, Aldehydes, Lavender, Petitgrain, Tarragon, Caraway, Jasmine, Rose, Coriander, Carnation, Geranium, Fir, Cedar, Oakmoss, Musk, Amber"
M7 Fresh Yves Saint Laurent,"citrus, oud, fresh spicy, aromatic, warm spicy, Florida Grapefruit, Bergamot, Mandarin Orange, Agarwood (Oud), Ginger, Bitter Orange, Tahitian Vetiver, Musk"
Hi - Lo Country Summer Zara,"iris, powdery, citrus, violet, woody, earthy, fresh spicy, Bergamot, Iris, Sandalwood"
Blackcurrant Angel Lush,"woody, fruity, Black Currant, Osmanthus, Guaiac Wood"
Labdanum & Pur Patchouli 100 Bon,"woody, patchouli, earthy, amber, warm spicy, balsamic, aromatic, musky, Ozonic notes, Patchouli, Vetiver, Labdanum, Vanilla"
Myrrhe & Encens Myst챕rieux 100 Bon,"amber, warm spicy, balsamic, woody, patchouli, smoky, cinnamon, Cinnamon, Citruses, Myrrh, Patchouli, Amberwood, Myrrh, Incense, Musk"
Nineveh 109 Parfums,"amber, sweet, cinnamon, warm spicy, vanilla, fruity, animalic, balsamic, powdery, Dates, Labdanum, Vanilla, Amber, Cinnamon, Ambergris"
Hobby Chic 10th Avenue Karl Antony,"white floral, coffee, sweet, warm spicy, woody, vanilla, fruity, patchouli, soft spicy, aquatic, Coffee, Pear, Pink Pepper, Orange Blossom, Jasmine, Vanilla, Patchouli, Cedar"
Riposte Black 10th Avenue Karl Antony,"woody, fresh spicy, warm spicy, citrus, fruity, patchouli, rose, floral, balsamic, fresh, Citruses, Black Currant, Rose, Black Pepper, Patchouli, Sandalwood"
Intrigue de l?섲mour 12 Parfumeurs Francais,"woody, honey, sweet, powdery, nutty, vanilla, iris, floral, warm spicy, Hazelnut, Sandalwood, Iris, White Honey, Vanilla"
Secrets des Hommes 12 Parfumeurs Francais,"iris, powdery, woody, earthy, violet, amber, patchouli, yellow floral, tuberose, sweet, Bergamot, Petitgrain, Lemon, Iris, Ylang-Ylang, Tuberose, Leather, Opoponax, Patchouli, Tuberose, Amber, Vanilla"
Versailles 12 Parfumeurs Francais,"woody, warm spicy, fruity, sweet, yellow floral, amber, musky, patchouli, white floral, citrus, Ylang-Ylang, Woody Notes, Lemon, Bergamot, Fruity Notes, Jasmine, Cloves, Oriental notes, Patchouli, White Musk"
Midnight Amber 1667,"woody, amber, citrus, patchouli, warm spicy, balsamic, earthy, fresh, sweet, Amber, Palisander Rosewood, Patchouli, Bitter Orange"
La Habana 19-69,"amber, balsamic, smoky, warm spicy, aromatic, musky, vanilla, oud, Saffron, Aldehydes, Incense, Elemi resin, Amber, Vanilla Absolute, Ambroxan, Laotian Oud, Hyrax, Caramel"
Hamaca 27 87,"vanilla, coconut, marine, sweet, aromatic, lactonic, powdery, woody, tropical, salty, Sea water, Coconut, Sandalwood, Vanilla, Tonka Bean"
Amberama 4160 Tuesdays,"woody, amber, powdery, fruity, fresh spicy, sweet, musky, iris, warm spicy, citrus, Black Pepper, Bergamot, Raspberry, Sandalwood, Iris, Amber, Woody Notes, Labdanum, Musk"
Shazam! 4160 Tuesdays,"amber, woody, warm spicy, aromatic, fresh spicy, citrus, patchouli, cacao, sweet, Tangerine, Juniper Berries, Basil, Atlas Cedar, Olibanum, Cardamom, Pink Pepper, Amber, Patchouli, Cacao"
OR/18 A. N. OTHER,"sweet, vanilla, citrus, aromatic, cannabis, amber, anis, soft spicy, white floral, fruity, Sugar, Star Anise, Lemon, Blood Orange, cannabis, Night Blooming Jasmine, Myrrh, Vanilla, Tonka Bean, Driftwood"
Box Office 10th Avenue Karl Antony,"aromatic, fresh spicy, citrus, powdery, warm spicy, violet, amber, woody, green, marine, Black Pepper, Cardamom, Mint, Pink Grapefruit, Lavender, Mandarin Orange, Lemon, Clary Sage, Violet, Iris, Jasmine, Sea Notes, Tonka Bean, Amber, Cedar, Musk"
Sunwage 10th Avenue Karl Antony,"citrus, amber, woody, fresh spicy, musky, fresh, Bergamot, Citruses, Ambergris, Labdanum, Woody Notes, Musk"
Top Model 10th Avenue Karl Antony,"aromatic, citrus, fresh spicy, musky, white floral, vanilla, green, powdery, animalic, sweet, Bergamot, Mint, Cumin, Orange, Lavender, Sage, Cinnamon, Orange Blossom, Rose, Lily-of-the-Valley, Musk, Cedar, Tonka Bean, Vanilla, Civet"
Conciergerie 12 Parfumeurs Francais,"leather, aromatic, fruity, animalic, sweet, fresh spicy, powdery, smoky, vanilla, amber, Leather, Thyme, Violet, Raspberry, Mate, Cedar, Vanilla, Amber, Musk"
Capri 19-69,"citrus, aromatic, fresh spicy, green, musky, floral, Bitter Orange, Mandarin Orange, Mandarin Leaf, Sweet Orange, Juniper Berries, Chamomile, Pink Pepper, Sichuan Pepper, Cardamom, Osmanthus, Galbanum, Ylang-Ylang, Jasmine, White Musk, Ambroxan, Angelica, Orris"
Miami Blue 19-69,"fresh, citrus, rose, aldehydic, amber, warm spicy, ozonic, aromatic, Lemon, Aldehydes, Ginger, Rose, Cocaine, Amber, Calone"
#Hashtag 27 87,"aldehydic, fresh, amber, woody, powdery, ozonic, musky, iris, aquatic, soapy, Aldehydes, Violet Leaf, Olibanum, Iris, Musk, Cedar"
Wandervogel 27 87,"aromatic, green, marine, fresh spicy, soft spicy, anis, sand, musky, salty, Mint, Sea Notes, Shiso, Fennel, Anise, White Flowers, Sand, Musk"
A Kiss By The Fireside 4160 Tuesdays,"woody, rose, aromatic, warm spicy, lavender, citrus, earthy, musky, floral, fresh spicy, Lavender, Orange, Rose, Guaiac Wood, Cloves, Vetiver, Musk"
Scenthusiasm 4160 Tuesdays,"aromatic, citrus, iris, woody, powdery, fresh spicy, ozonic, aquatic, rose, earthy, Cucumber, Lemon, Orange, Orris Root, Juniper, Coriander, Rose, White Woods, Musk"
4711 Acqua Colonia Intense Pure Breeze Of Himalaya 4711,"musky, fresh, powdery, citrus, amber, ozonic, white floral, woody, soft spicy, rose, Pink Pepper, Bergamot, Mandarin Orange, Mountain Air, Lily-of-the-Valley, Rose, Musk, Cashmeran, Ambroxan"
Moonlight Cypress A La Lune,"aromatic, woody, fresh spicy, earthy, musky, Juniper, Sage, Cade oil, Cypriol Oil or Nagarmotha, Juniper, White Musk"
LACE Perfume A Wing & A Prayer Perfumes,"fresh spicy, aromatic, citrus, floral, green, warm spicy, woody, lavender, amber, Lemon, Mint, Bergamot, Nutmeg, White Ginger Lily, Geranium, Lavender, Vetiver, Labdanum, Cloves"
Paris 1948 4160 Tuesdays,"woody, fresh spicy, sweet, citrus, mossy, green, amber, musky, earthy, rose, Peach, Grapefruit, Basil, Rose, Honey, Orange Blossom, Palisander Rosewood, Cedar, Oakmoss, Labdanum, Hay, Musk"
Tallulah B A Wing & A Prayer Perfumes,"warm spicy, rose, citrus, white floral, woody, floral, powdery, aromatic, musky, vanilla, Rose, Cloves, Lily, Neroli, Vanilla, Mandarin Orange, Bergamot, Rose, Lime (Linden) Blossom, Jasmine, Sandalwood, Musk, Vetyver"
Behind Closed Doors A13,"amber, balsamic, animalic, fresh spicy, warm spicy, citrus, musky, woody, sweet, powdery, Blood Orange, Mandarin Orange, Bergamot, Pineapple, Magnolia, Cumin, Cinnamon, White Honey, Cardamom, Leather, Peru Balsam, Civet, Amber, Incense, Honey, Pink Pepper, Cedar, Vanilla"
Pepe Rosa & Arancio Amaro Acca Kappa,"woody, patchouli, earthy, aromatic, balsamic, citrus, mossy, warm spicy, Pink Pepper, Bitter Orange, Bergamot, Lemon, Patchouli, elemi, Jasmine, Guaiac Wood, Cedar, Oakmoss, Amber"
AcquaDi Intense AcquaDì,"citrus, woody, earthy, fresh, aquatic, aromatic, musky, floral, powdery, patchouli, Lemon, Water Notes, Bergamot, Grapefruit, Melon, Patchouli, Iris, Jasmine, Cedar, Vetiver, Peony, Oakmoss, White Musk, Ambrette (Musk Mallow), Ambergris"
Firefly Adscenture,"woody, aromatic, earthy, fresh spicy, fruity, mossy, citrus, lavender, patchouli, warm spicy, Black Currant, Lime peel, Dew Drop, Lavender, Rosemary, Frankincense, Moss, Patchouli, Vetiver"
Bella Flor Tropical Summer Água de Cheiro,"citrus, woody, white floral, powdery, floral, Green Orange, Grapefruit, Mandarin Orange, Red Fruits, Jasmine Sambac, Lily-of-the-Valley, Freesia, Violet, Patchouli, Amberwood, Musk, Cedar, Vanilla"
Ideale Água de Cheiro,"citrus, woody, powdery, lavender, aromatic, musky, fresh spicy, floral, fruity, sweet, Bergamot, Lavender, Mandarin Orange, Peach, Magnolia, Musk, Sandalwood, Cedar, Tonka Bean"
Sexy Attractive Água de Cheiro,"floral, fruity, honey, sweet, fresh, Candy Apple, Magnolia, Hibiscus, Cyclamen, Honey"
Patchouli Ajmal,"woody, warm spicy, patchouli, aromatic, fresh spicy, oud, powdery, balsamic, vanilla, earthy, Palisander Rosewood, Cardamom, Nutmeg, Bergamot, Patchouli, Cedar, Rose, Tonka Bean, Basil, Agarwood (Oud), Sandalwood, Vanilla, Cedar, Musk, Vetiver"
Bourmunque AK France,"aromatic, citrus, marine, amber, powdery, woody, salty, fruity, sweet, white floral, Sea water, Sicilian Lemon, Peach, Bergamot, Pink Pepper, Egyptian Jasmine, Sandalwood, French Violet, Texas Cedar, Lily-of-the-Valley, Amber, Tonka Bean, Haitian Vetiver, White Musk"
Qubrus Al Shareef Oudh,"earthy, woody, amber, mossy, oud, musky, patchouli, balsamic, aromatic, rose, Patchouli, Neroli, Rose, Choya Loban, Musk, Labdanum, Oakmoss, Agarwood (Oud), Vetiver"
The Majestic Vetiver Alexandre.J,"aromatic, floral, woody, warm spicy, fresh spicy, earthy, citrus, amber, soft spicy, green, Cardamom, Grapefruit, Basil, Liatris, Coriander, Vetiver, Suede, Labdanum, Agarwood (Oud)"
Black Tie Affair Alexandria Fragrances,"patchouli, amber, fresh spicy, warm spicy, balsamic, woody, vanilla, ozonic, animalic, rose, Violet Leaf, Bergamot, Coriander, Black Pepper, Rose, Lily-of-the-Valley, Patchouli, Ambergris, Bourbon Vanilla"
Urban Safari Man Alviero Martini,"aromatic, warm spicy, woody, earthy, aquatic, citrus, fresh, mossy, patchouli, floral, Cardamom, Grapefruit, Tangerine, Water Notes, Water Lily, Jasmine, Vetiver, Patchouli, oak moss"
Famonty Amberfig,"woody, leather, mossy, earthy, warm spicy, cherry, sweet, animalic, patchouli, cacao, Pink Pepper, Heliotrope, Cherry Liqueur, Leather, Patchouli, Cacao, Camphor, Oakmoss, Guaiac Wood, Dragon Blood Resin"
Green Wood Amberfig,"aromatic, woody, earthy, green, fresh spicy, mossy, cannabis, Galbanum, Absinthe, Juniper, Juniper Berries, Mint, Sicilian Lemon, cannabis, Mate, Cashmere Wood, Iris, Cypress, Pitanga, Lily, Tagetes, Vetiver, Oakmoss, Sandalwood, Patchouli, Leather"
Attila Amigdala Sentimentals,"woody, aromatic, fruity, earthy, sweet, amber, powdery, fresh spicy, musky, citrus, Cassis, Plum, Red Berries, Mandarin Orange, Oakmoss, Laurels, Bergamot, Ylang Ylang, Violet, Iris, Ambrette, Rum, Tonka Bean, Vanilla, Vetiver, Cedar, Patchouli, Styrax, Tobacco, Leather, Amber, Castoreum, Civet, Labdanum, Agarwood (Oud)"
Memoir Woman Amouage,"warm spicy, amber, smoky, woody, leather, aromatic, musky, white floral, balsamic, fresh spicy, Wormwood, Cardamom, Pink Pepper, Mandarin Orange, Incense, Clove, Woodsy Notes, Rose, White Flowers, Pepper, Jasmine, Leather, French labdanum, Castoreum, Styrax, oak moss, Musk"
The Library Collection Opus I Amouage,"woody, warm spicy, white floral, aromatic, sweet, yellow floral, tuberose, amber, citrus, fruity, Cardamom, Bitter Orange, Plum, Ylang-Ylang, Tuberose, Jasmine, Rose, Lily-of-the-Valley, Incense, Papyrus, Guaiac Wood, Tonka Bean, Sandalwood, Vetyver, Virginia Cedar"
Le Lion Eau de Parfum Chanel,"amber, woody, musky, powdery, citrus, vanilla, patchouli, balsamic, warm spicy, Bergamot, Lemon, Labdanum, Amber, Madagascar Vanilla, Patchouli, Musk, Sandalwood"
Paris – Venise Chanel,"citrus, powdery, iris, vanilla, violet, aromatic, sweet, fresh spicy, musky, amber, Lemon, Orange, Bergamot, Petitgrain, Pink Pepper, Iris, Neroli, Rose, Ylang-Ylang, Geranium, Tonka Bean, White Musk, Vanilla, Violet, Orris, Benzoin"
Hermit Coat Chapel Factory,"smoky, amber, powdery, musky, woody, fresh spicy, aromatic, vanilla, almond, balsamic, Ash, Heliotrope, elemi, Olibanum, Balsam Fir, Rose, Smoke, Musk, Ambroxan, Amber"
Ambre Nuit Dior,"rose, citrus, soft spicy, floral, fresh spicy, woody, musky, Bergamot, Grapefruit, Damask Rose, Pink Pepper, Ambergris, Cedar, Guaiac Wood, Patchouli"
Fève Délicieuse (2018) Dior,"vanilla, sweet, amber, warm spicy, aromatic, caramel, cherry, chocolate, lavender, balsamic, Lavender, Mint, Calabrian bergamot, Cherry, Freesia, Jasmine, Tonka Bean, Madagascar Vanilla, Caramel, Dark Chocolate, Benzoin, Leather, Sandalwood, Coconut, Cedar"
Leather Oud Dior,"leather, smoky, woody, warm spicy, oud, animalic, fresh spicy, aromatic, patchouli, Bergamot, Cardamom, Cloves, Geranium, Jasmine, Leather, Agarwood (Oud), Smoke, Birch, Patchouli, Amberwood, Sandalwood, Sand"
Velvet Amber Skin Dolce&Gabbana,"amber, warm spicy, balsamic, sweet, powdery, woody, vanilla, Lavender, Citruses, Bergamot, Silk Tree blossom, Resins, Iris, Labdanum, Leather, Rose, Jasmine, Tolu Balsam, Vanilla, Myrrh, Opoponax, Cinnamon, Amberwood, Honey, Clove"
Velvet Oriental Musk Dolce&Gabbana,"warm spicy, woody, musky, powdery, amber, aromatic, rose, vanilla, metallic, Saffron, Cardamom, Cumin, Damask Rose, Cypriol Oil or Nagarmotha, Sandalwood, Musk, Tonka Bean, Ambroxan, Cedar"
Queen Esther Anointing Oil Ein Gedi,"oily, floral, fresh, herbal, Oily Notes, Floral Notes, Wildflowers"
Rituel D'Orient Secret IV Eisenberg,"woody, citrus, patchouli, oud, amber, powdery, musky, fresh spicy, vanilla, white floral, Bergamot, Lemon, Agarwood (Oud), Jasmine, Rose, Patchouli, Amber, Guaiac Wood, Musk, Vanilla"
Chesterfield Club Elegantes,"amber, aromatic, woody, fresh spicy, animalic, citrus, leather, tobacco, tuberose, ozonic, Violet Leaf, Mandarin Orange, Juniper Berries, Olibanum, Tuberose, Cypress, Tobacco, Leather, Ambergris"
Invitation Emper,"aromatic, lavender, woody, fresh spicy, powdery, citrus, lactonic, herbal, warm spicy, coffee, Lavender, Bergamot, Artemisia, Milk, Jasmine, Orris, Sandalwood, Coffee, Vanilla, Amber"
Sensuelle Russie Esteban,"woody, warm spicy, aromatic, cinnamon, vanilla, patchouli, conifer, Siberian Pine, Bergamot, Cinnamon, Cardamom, Cedar, Patchouli, Vanilla"
Amante - Andalucia Fiilit,"citrus, sweet, fresh, aromatic, green, Mandora, Neroli, Lemon, Fig Leaf, Vetiver"
Ksar Florascent,"citrus, warm spicy, fresh spicy, green, powdery, fresh, rose, woody, floral, yellow floral, Bergamot, Bitter Orange, Cardamom, Black Tea, Mimosa, Rose, Pimento, Sandalwood, Pepper"
Emporio Armani For Her 2008 Giorgio Armani,"powdery, vanilla, violet, sweet, musky, woody, citrus, fruity, iris, white floral, Bergamot, Pear, Pineapple, Mandarin Orange, Iris, Jasmine, Heliotrope, Violet, Vanilla, Musk, Cedar"
Hawaii Dream Glamour & Heels,"woody, amber, vanilla, salty, musky, balsamic, powdery, marine, Salt, Vanilla, Cashmere Wood, Amber, Sandalwood"
Real Lignum In The Box,"citrus, vanilla, fruity, powdery, amber, musky, sweet, aromatic, animalic, fresh spicy, Calabrian bergamot, Sicilian Lemon, Sicilian Orange, Fruits, Madagascar Vanilla, White Musk, Amber"
Overture Incarna parfums,"coffee, sweet, caramel, lactonic, warm spicy, Cappuccino, Coffee, Sweet Notes, Coffee, Caramel, Almond, Vanilla, Resin, Amber"
Golden Sunset Innisfree,"woody, musky, citrus, fresh spicy, amber, powdery, white floral, animalic, aromatic, sweet, Bergamot, Black Pepper, Orange Blossom, Cashmeran, Cedar, Ambergris, Musk"
Me Gustas Jacques Zolty,"woody, warm spicy, aromatic, coffee, fresh spicy, vanilla, earthy, amber, Coffee, Amyris, Citruses, Black Pepper, Cloves, Jasmine, Vetiver, Cedar, Tonka Bean, Amber, Vanilla"
8 Mona Lisa Smile Jardin de Parfums,"woody, amber, warm spicy, fresh spicy, aromatic, floral, conifer, fresh, Floral Notes, Jasmine, Amberwood, Saffron, Fir Resin, Cedar"
Barbie Be You Jequiti,"fruity, amber, caramel, sweet, fresh, musky, citrus, powdery, fresh spicy, Red Fruits, Bergamot, Apple, Caramel, Amber, Musk"
Elas Rock Party Jequiti,"rose, citrus, aromatic, woody, earthy, fresh spicy, vanilla, floral, green, powdery, Rose, Bergamot, Vetiver, Freesia, Vanilla, Musk, Sandalwood"
Eliana Turmalina Jequiti,"green, powdery, marine, aromatic, citrus, woody, musky, fruity, fresh spicy, iris, Sea Notes, Bergamot, Apple, Cassis, Apricot, Green Notes, Iris, Cacao, Tuberose, Jasmine, Musk, Sandalowood, Amber, Tonka Bean, Vanilla, Almond, Maltol"
Ete Indien Histoires D'Eaux,"citrus, amber, aromatic, powdery, balsamic, warm spicy, sweet, fresh spicy, vanilla, Lemon, Bergamot, elemi, Clary Sage, Geranium, Tolu Balsam, Vanilla, Patchouli, Labdanum, Styrax"
Eu Encanto Frutas do Bosque Jequiti,"fruity, sweet, cherry, woody, powdery, fresh, rose, soft spicy, violet, green, Cherry extract, Strawberry, Cassis, Pink Pepper, Passionfruit, Rose, Violet, Lily-of-the-Valley, Musk, Vanilla, Sandalowood, Woody Notes, Amber"
Gio Antonelli Intenso Jequ,"white floral, cherry, floral, fresh, sweet, warm spicy, nutty, almond, amber, rose, Sour Cherry, Ginger, Peony, Jasmine, Gardenia, Vetiver, Ambroxan"
Her Jequiti,"fruity, sweet, vanilla, powdery, citrus, musky, floral, fresh, Red Fruits, Mandarin Orange, Plum, Bergamot, Magnolia, Peach, Rose, Cashmere Wood, Vanilla, Musk, Maltol, Moss"
Jolie Rocker Jequiti,"white floral, citrus, sweet, powdery, amber, caramel, vanilla, patchouli, musky, woody, Bergamot, Nectarine, Orange Blossom, Jasmine, Caramel, Vanilla, Amber, Patchouli, Musk"
Livre Sensual Jequiti,"sweet, fruity, amber, alcohol, Fruity Notes, Liquor, Floral Notes, Amber, Sweet Notes"
Oro Rosé Jequiti,"rose, amber, fresh spicy, fruity, citrus, powdery, sweet, warm spicy, floral, woody, Black Pepper, Mandarin Orange, Rose, Raspberry, Iris, Osmanthus, Amber, Tonka Bean, Sandalwood, Musk"
Lucco Bad Girl Jequiti,"sweet, fruity, white floral, caramel, cherry, vanilla, almond, nutty, warm spicy, lactonic, Cherry extract, Red Fruits, Litchi, Mandarin Orange, Caramel, Gardenia, Fire, Almond, Jasmine, Vanilla, Ambroxan, Sandalowood, Musk, Patchouli"
Nightflight Joop!,"aromatic, sweet, citrus, fruity, lavender, fresh spicy, woody, fresh, white floral, green, Pineapple, Lavender, Lemon, Bergamot, Green Notes, Juniper, Lime, Jasmine, Lily-of-the-Valley, Brazilian Rosewood, Geranium, Rose, Woodruff or Galium Odoratum, Almond, Tonka Bean, Musk, Sandalwood, Amber"
Pink Saffron Jousset Parfums,"warm spicy, rose, metallic, leather, woody, tobacco, Saffron, Spicy Notes, Rose, Saffron, Woodsy Notes, Agarwood (Oud)"
Supremacy Purple Afnan,"fruity, musky, sweet, powdery, amber, citrus, vanilla, fresh, animalic, Fruits, Citruses, Musk, Amber, Musk, Vanilla"
Sensual Musk Judith Williams,"warm spicy, cinnamon, Cloves, Cinnamon, Bergamot, Cardamom, Litchi, Iris, Orange Blossom, Musk, Tonka Bean, Patchouli, Caramel, Chocolate"
Ruaa Junaid Perfumes,"amber, oud, rose, woody, powdery, warm spicy, floral, animalic, balsamic, fresh spicy, Rose, Agarwood (Oud), Sandalwood, Amber"
Skimming Stones Bath House,"woody, earthy, aromatic, fresh spicy, powdery, citrus, iris, mossy, patchouli, rose, Bergamot, Rosemary, White Iris, Wild Rose, Moss, Sandalwood, Patchouli"
An Urban Original 2 for Him Bench.,"fruity, fresh, ozonic, aquatic, powdery, sweet, musky, vanilla, green, citrus, Melon, Apple, Anise, Lemon, Bergamot, Violet, Jasmine, Rose, Grapefruit, Lavender, Patchouli, Vanilla, Musk, Amber, Sandalwood"
Benetton Blu Man Benetton,"aromatic, woody, fresh spicy, lavender, cacao, warm spicy, citrus, patchouli, Lavender, Amalfi Lemon, Rosemary, Clary Sage, Basil, Cacao, Virginia Cedar, Patchouli"
C21 Bepolar,"fresh spicy, aromatic, white floral, amber, woody, warm spicy, coffee, oud, lactonic, Rosemary, Frankincense, Jasmine, Tonka Bean, Milk, White Blossom, Coffee, Dill, Oud"
Gingembre Rouge Black Paw,"woody, fruity, citrus, sweet, white floral, musky, warm spicy, powdery, fresh spicy, Ginger, Tangerine, Pomegranate, Ginger, Fruity Notes, Orange Blossom, Ginger, Cedar, Musk"
Imperium Blosson Ville,"citrus, warm spicy, aromatic, amber, fresh, fruity, mossy, musky, fresh spicy, Apple, Lemon, Bergamot, Mandarin Orange, Grapefruit, Ginger, Saffron, Cardamom, Oakmoss, Amber, Musk"
Cannabis Bois 1920,"woody, patchouli, cannabis, aromatic, warm spicy, herbal, green, earthy, smoky, cannabis, Patchouli, cannabis, Woody Notes, cannabis"
Untitled 无名 Boitown 冰希黎,"citrus, aromatic, woody, earthy, fresh spicy, musky, floral, amber, fruity, animalic, Freesia, Lemon, Mandarin Orange, Geranium, Pear, Cypriol Oil or Nagarmotha, Ambergris, Vetiver, Musk"
Blu D'Acqua Bottega Verde,"aromatic, citrus, marine, woody, fresh spicy, musky, green, powdery, fruity, salty, Bergamot, Marine notes, Black currant leaf, Rosemary, Lavender, Cedar, Musk, Moss, Patchouli"
Man Sport Bottega Verde,"aromatic, musky, sweet, citrus, green, powdery, fruity, soft spicy, fresh spicy, woody, Mint, Blood Orange, Pineapple, Sage, Fennel, Orange Blossom, Musk, Tonka Bean, Sandalwood"
Uomo - Legno Marino Bottega Verde,"aromatic, marine, woody, citrus, fresh spicy, salty, aquatic, powdery, Mandarin Orange, Bergamot, Black Pepper, Orange, Cardamom, Sea Notes, Rosemary, Nutmeg, Lavender, Cedar, White Musk, Amber, Patchouli"
Goddess Burberry,"vanilla, lavender, warm spicy, cacao, Vanilla, Lavender, Cacao, Ginger, Vanilla Caviar, Vanilla Absolute"
Obsessed for Women Calvin Klein,"aromatic, musky, citrus, lavender, herbal, fresh spicy, floral, white floral, powdery, fresh, Citruses, elemi, Neroli, Bergamot, Lavender, Sage, Violet Leaf, Orange Blossom, Lily-of-the-Valley, Rose, Musk, Ambrette (Musk Mallow), Iso E Super"
